지점,지점명,일시,풍속(m/s)
159,부산,2024-12-10 06:00,1.5
159,부산,2024-12-10 07:00,3
159,부산,2024-12-10 08:00,2.5
159,부산,2024-12-10 09:00,4.4
159,부산,2024-12-10 10:00,4.3
159,부산,2024-12-10 11:00,3.7
159,부산,2024-12-10 12:00,2.6
159,부산,2024-12-10 13:00,3.1
159,부산,2024-12-10 14:00,2.6
159,부산,2024-12-10 15:00,2.7
159,부산,2024-12-10 16:00,2.2
159,부산,2024-12-10 17:00,2.1
159,부산,2024-12-10 18:00,2.7
159,부산,2024-12-10 19:00,2.9
159,부산,2024-12-10 20:00,2.1
159,부산,2024-12-10 21:00,1.9
159,부산,2024-12-10 22:00,2.5
159,부산,2024-12-10 23:00,3.1
159,부산,2024-12-11 00:00,2.4
162,통영,2024-12-10 01:00,1.1
162,통영,2024-12-10 02:00,2
162,통영,2024-12-10 03:00,1.2
162,통영,2024-12-10 04:00,1.5
162,통영,2024-12-10 05:00,2.4
162,통영,2024-12-10 06:00,1.7
162,통영,2024-12-10 07:00,2.5
162,통영,2024-12-10 08:00,2.3
162,통영,2024-12-10 09:00,1.8
162,통영,2024-12-10 10:00,3
162,통영,2024-12-10 11:00,3.6
162,통영,2024-12-10 12:00,2.3
162,통영,2024-12-10 13:00,1.9
162,통영,2024-12-10 14:00,2
162,통영,2024-12-10 15:00,1.5
162,통영,2024-12-10 16:00,1.2
162,통영,2024-12-10 17:00,.5
162,통영,2024-12-10 18:00,.6
162,통영,2024-12-10 19:00,.6
162,통영,2024-12-10 20:00,1.8
162,통영,2024-12-10 21:00,1.1
162,통영,2024-12-10 22:00,1.3
162,통영,2024-12-10 23:00,1.4
162,통영,2024-12-11 00:00,1.5
165,목포,2024-12-10 01:00,1.2
165,목포,2024-12-10 02:00,1.8
165,목포,2024-12-10 03:00,2
165,목포,2024-12-10 04:00,1.9
165,목포,2024-12-10 05:00,2.3
165,목포,2024-12-10 06:00,3.3
165,목포,2024-12-10 07:00,3
165,목포,2024-12-10 08:00,3.3
165,목포,2024-12-10 09:00,3.2
165,목포,2024-12-10 10:00,2.4
165,목포,2024-12-10 11:00,4.9
165,목포,2024-12-10 12:00,4.9
165,목포,2024-12-10 13:00,6
165,목포,2024-12-10 14:00,6.3
165,목포,2024-12-10 15:00,7.8
165,목포,2024-12-10 16:00,6.5
165,목포,2024-12-10 17:00,7
165,목포,2024-12-10 18:00,4.9
165,목포,2024-12-10 19:00,3.4
165,목포,2024-12-10 20:00,2.8
165,목포,2024-12-10 21:00,3
165,목포,2024-12-10 22:00,1.6
165,목포,2024-12-10 23:00,3.2
165,목포,2024-12-11 00:00,2.8
168,여수,2024-12-10 01:00,1.8
168,여수,2024-12-10 02:00,1.3
168,여수,2024-12-10 03:00,2.7
168,여수,2024-12-10 04:00,1.1
168,여수,2024-12-10 05:00,2.7
168,여수,2024-12-10 06:00,4.3
168,여수,2024-12-10 07:00,1.3
168,여수,2024-12-10 08:00,2.7
168,여수,2024-12-10 09:00,2.5
168,여수,2024-12-10 10:00,3.5
168,여수,2024-12-10 11:00,2.3
168,여수,2024-12-10 12:00,1.9
168,여수,2024-12-10 13:00,1.6
168,여수,2024-12-10 14:00,2.5
168,여수,2024-12-10 15:00,2
168,여수,2024-12-10 16:00,3.5
168,여수,2024-12-10 17:00,3
168,여수,2024-12-10 18:00,4.3
168,여수,2024-12-10 19:00,5.5
168,여수,2024-12-10 20:00,0
168,여수,2024-12-10 21:00,.4
168,여수,2024-12-10 22:00,.7
168,여수,2024-12-10 23:00,2.6
168,여수,2024-12-11 00:00,.1
169,흑산도,2024-12-10 01:00,5.2
169,흑산도,2024-12-10 02:00,5.1
169,흑산도,2024-12-10 03:00,4.6
169,흑산도,2024-12-10 04:00,5.6
169,흑산도,2024-12-10 05:00,5.8
169,흑산도,2024-12-10 06:00,7.2
169,흑산도,2024-12-10 07:00,7.4
169,흑산도,2024-12-10 08:00,5.1
169,흑산도,2024-12-10 09:00,5.6
169,흑산도,2024-12-10 10:00,6
169,흑산도,2024-12-10 11:00,6.1
169,흑산도,2024-12-10 12:00,7.9
169,흑산도,2024-12-10 13:00,6.8
169,흑산도,2024-12-10 14:00,7.6
169,흑산도,2024-12-10 15:00,6.6
169,흑산도,2024-12-10 16:00,6.9
169,흑산도,2024-12-10 17:00,6
169,흑산도,2024-12-10 18:00,4.4
169,흑산도,2024-12-10 19:00,3
169,흑산도,2024-12-10 20:00,3.8
169,흑산도,2024-12-10 21:00,6
169,흑산도,2024-12-10 22:00,5.2
169,흑산도,2024-12-10 23:00,7.3
169,흑산도,2024-12-11 00:00,8.3
170,완도,2024-12-10 01:00,1.4
170,완도,2024-12-10 02:00,.9
170,완도,2024-12-10 03:00,2.6
170,완도,2024-12-10 04:00,2.4
170,완도,2024-12-10 05:00,1.5
170,완도,2024-12-10 06:00,1.3
170,완도,2024-12-10 07:00,2
170,완도,2024-12-10 08:00,2.3
170,완도,2024-12-10 09:00,3.6
170,완도,2024-12-10 10:00,1.8
170,완도,2024-12-10 11:00,2.4
170,완도,2024-12-10 12:00,2.9
170,완도,2024-12-10 13:00,3.8
170,완도,2024-12-10 14:00,2.9
170,완도,2024-12-10 15:00,2.2
170,완도,2024-12-10 16:00,2.7
170,완도,2024-12-10 17:00,1.9
170,완도,2024-12-10 18:00,1.6
170,완도,2024-12-10 19:00,1.4
170,완도,2024-12-10 20:00,1.2
170,완도,2024-12-10 21:00,1.4
170,완도,2024-12-10 22:00,1.6
170,완도,2024-12-10 23:00,1.1
170,완도,2024-12-11 00:00,.4
172,고창,2024-12-10 01:00,.1
172,고창,2024-12-10 02:00,1.3
172,고창,2024-12-10 03:00,1.4
172,고창,2024-12-10 04:00,2.1
172,고창,2024-12-10 05:00,.9
172,고창,2024-12-10 06:00,2.2
172,고창,2024-12-10 07:00,2.4
172,고창,2024-12-10 08:00,3.2
172,고창,2024-12-10 09:00,4.9
172,고창,2024-12-10 10:00,6
172,고창,2024-12-10 11:00,6.9
172,고창,2024-12-10 12:00,6.2
172,고창,2024-12-10 13:00,5.6
172,고창,2024-12-10 14:00,5.6
172,고창,2024-12-10 15:00,4.9
172,고창,2024-12-10 16:00,4.9
172,고창,2024-12-10 17:00,4.7
172,고창,2024-12-10 18:00,2.4
172,고창,2024-12-10 19:00,1.5
172,고창,2024-12-10 20:00,1.2
172,고창,2024-12-10 21:00,1.2
172,고창,2024-12-10 22:00,.7
172,고창,2024-12-10 23:00,2
172,고창,2024-12-11 00:00,1.2
174,순천,2024-12-10 01:00,.1
174,순천,2024-12-10 02:00,.8
174,순천,2024-12-10 03:00,.9
174,순천,2024-12-10 04:00,2.6
174,순천,2024-12-10 05:00,3.5
174,순천,2024-12-10 06:00,2.1
174,순천,2024-12-10 07:00,2.5
174,순천,2024-12-10 08:00,1.8
174,순천,2024-12-10 09:00,3.1
174,순천,2024-12-10 10:00,2.7
174,순천,2024-12-10 11:00,3.8
174,순천,2024-12-10 12:00,5.4
174,순천,2024-12-10 13:00,4.1
174,순천,2024-12-10 14:00,3.9
174,순천,2024-12-10 15:00,3.5
174,순천,2024-12-10 16:00,4.1
174,순천,2024-12-10 17:00,3
174,순천,2024-12-10 18:00,2.3
174,순천,2024-12-10 19:00,.5
174,순천,2024-12-10 20:00,.6
174,순천,2024-12-10 21:00,.1
174,순천,2024-12-10 22:00,.4
174,순천,2024-12-10 23:00,.1
174,순천,2024-12-11 00:00,.1
177,홍성,2024-12-10 01:00,.7
177,홍성,2024-12-10 02:00,.4
177,홍성,2024-12-10 03:00,.3
177,홍성,2024-12-10 04:00,.7
177,홍성,2024-12-10 05:00,.8
177,홍성,2024-12-10 06:00,.1
177,홍성,2024-12-10 07:00,.1
177,홍성,2024-12-10 08:00,0
177,홍성,2024-12-10 09:00,.5
177,홍성,2024-12-10 10:00,.5
177,홍성,2024-12-10 11:00,2
177,홍성,2024-12-10 12:00,1.1
177,홍성,2024-12-10 13:00,2.6
177,홍성,2024-12-10 14:00,3.2
177,홍성,2024-12-10 15:00,3.7
177,홍성,2024-12-10 16:00,3.5
177,홍성,2024-12-10 17:00,.7
177,홍성,2024-12-10 18:00,1.4
177,홍성,2024-12-10 19:00,.8
177,홍성,2024-12-10 20:00,.9
177,홍성,2024-12-10 21:00,.8
177,홍성,2024-12-10 22:00,.7
177,홍성,2024-12-10 23:00,1.7
177,홍성,2024-12-11 00:00,1.3
181,서청주,2024-12-10 01:00,.8
181,서청주,2024-12-10 02:00,0
181,서청주,2024-12-10 03:00,.5
181,서청주,2024-12-10 04:00,.1
181,서청주,2024-12-10 05:00,0
181,서청주,2024-12-10 06:00,0
181,서청주,2024-12-10 07:00,.5
181,서청주,2024-12-10 08:00,0
181,서청주,2024-12-10 09:00,.5
181,서청주,2024-12-10 10:00,.3
181,서청주,2024-12-10 11:00,1.2
181,서청주,2024-12-10 12:00,1.6
181,서청주,2024-12-10 13:00,5.4
181,서청주,2024-12-10 14:00,4
181,서청주,2024-12-10 15:00,3.4
181,서청주,2024-12-10 16:00,3
181,서청주,2024-12-10 17:00,2.2
181,서청주,2024-12-10 18:00,1.2
181,서청주,2024-12-10 19:00,1.3
181,서청주,2024-12-10 20:00,2.1
181,서청주,2024-12-10 21:00,1.9
181,서청주,2024-12-10 22:00,0
181,서청주,2024-12-10 23:00,.1
181,서청주,2024-12-11 00:00,0
184,제주,2024-12-10 01:00,2.9
184,제주,2024-12-10 02:00,3.3
184,제주,2024-12-10 03:00,2.8
184,제주,2024-12-10 04:00,2.4
184,제주,2024-12-10 05:00,4.3
184,제주,2024-12-10 06:00,3.6
184,제주,2024-12-10 07:00,3.8
184,제주,2024-12-10 08:00,3.1
184,제주,2024-12-10 09:00,3.7
184,제주,2024-12-10 10:00,4.8
184,제주,2024-12-10 11:00,3.9
184,제주,2024-12-10 12:00,3.9
184,제주,2024-12-10 13:00,3.1
184,제주,2024-12-10 14:00,3.5
184,제주,2024-12-10 15:00,3.3
184,제주,2024-12-10 16:00,3.2
184,제주,2024-12-10 17:00,3.6
184,제주,2024-12-10 18:00,4.1
184,제주,2024-12-10 19:00,2.6
184,제주,2024-12-10 20:00,2.6
184,제주,2024-12-10 21:00,2.7
184,제주,2024-12-10 22:00,2.5
184,제주,2024-12-10 23:00,2.4
184,제주,2024-12-11 00:00,3.2
185,고산,2024-12-10 01:00,6.8
185,고산,2024-12-10 02:00,9.5
185,고산,2024-12-10 03:00,7
185,고산,2024-12-10 04:00,6.2
185,고산,2024-12-10 05:00,9
185,고산,2024-12-10 06:00,9.4
185,고산,2024-12-10 07:00,8.4
185,고산,2024-12-10 08:00,7.6
185,고산,2024-12-10 09:00,6.6
185,고산,2024-12-10 10:00,6.1
185,고산,2024-12-10 11:00,4.3
185,고산,2024-12-10 12:00,4.4
185,고산,2024-12-10 13:00,4.8
185,고산,2024-12-10 14:00,5
185,고산,2024-12-10 15:00,6.7
185,고산,2024-12-10 16:00,8.3
185,고산,2024-12-10 17:00,7.9
185,고산,2024-12-10 18:00,5.6
185,고산,2024-12-10 19:00,5.4
185,고산,2024-12-10 20:00,4
185,고산,2024-12-10 21:00,5.7
185,고산,2024-12-10 22:00,5.9
185,고산,2024-12-10 23:00,7.4
185,고산,2024-12-11 00:00,8.7
188,성산,2024-12-10 01:00,2
188,성산,2024-12-10 02:00,5.1
188,성산,2024-12-10 03:00,2.7
188,성산,2024-12-10 04:00,2.3
188,성산,2024-12-10 05:00,3.2
188,성산,2024-12-10 06:00,1.2
188,성산,2024-12-10 07:00,.5
188,성산,2024-12-10 08:00,1.5
188,성산,2024-12-10 09:00,1.7
188,성산,2024-12-10 10:00,3.7
188,성산,2024-12-10 11:00,3.7
188,성산,2024-12-10 12:00,4
188,성산,2024-12-10 13:00,2.9
188,성산,2024-12-10 14:00,3
188,성산,2024-12-10 15:00,3.4
188,성산,2024-12-10 16:00,3.5
188,성산,2024-12-10 17:00,2.4
188,성산,2024-12-10 18:00,2.6
188,성산,2024-12-10 19:00,2.4
188,성산,2024-12-10 20:00,2.1
188,성산,2024-12-10 21:00,3.1
188,성산,2024-12-10 22:00,2.1
188,성산,2024-12-10 23:00,2
188,성산,2024-12-11 00:00,2.7
189,서귀포,2024-12-10 01:00,1.5
189,서귀포,2024-12-10 02:00,1.3
189,서귀포,2024-12-10 03:00,1.1
189,서귀포,2024-12-10 04:00,1.9
189,서귀포,2024-12-10 05:00,1.6
189,서귀포,2024-12-10 06:00,1.9
189,서귀포,2024-12-10 07:00,2.2
189,서귀포,2024-12-10 08:00,1.4
189,서귀포,2024-12-10 09:00,.4
189,서귀포,2024-12-10 10:00,1
189,서귀포,2024-12-10 11:00,.6
189,서귀포,2024-12-10 12:00,2.3
189,서귀포,2024-12-10 13:00,2.1
189,서귀포,2024-12-10 14:00,1.4
189,서귀포,2024-12-10 15:00,1.1
189,서귀포,2024-12-10 16:00,1.3
189,서귀포,2024-12-10 17:00,1.7
189,서귀포,2024-12-10 18:00,1.3
189,서귀포,2024-12-10 19:00,2.3
189,서귀포,2024-12-10 20:00,1.7
189,서귀포,2024-12-10 21:00,1.7
189,서귀포,2024-12-10 22:00,2.3
189,서귀포,2024-12-10 23:00,1.3
189,서귀포,2024-12-11 00:00,1
192,진주,2024-12-10 01:00,0
192,진주,2024-12-10 02:00,0
192,진주,2024-12-10 03:00,0
192,진주,2024-12-10 04:00,.2
192,진주,2024-12-10 05:00,.1
192,진주,2024-12-10 06:00,0
192,진주,2024-12-10 07:00,.1
192,진주,2024-12-10 08:00,.1
192,진주,2024-12-10 09:00,0
192,진주,2024-12-10 10:00,0
192,진주,2024-12-10 11:00,.6
192,진주,2024-12-10 12:00,.8
192,진주,2024-12-10 13:00,.6
192,진주,2024-12-10 14:00,.6
192,진주,2024-12-10 15:00,.3
192,진주,2024-12-10 16:00,.4
192,진주,2024-12-10 17:00,.3
192,진주,2024-12-10 18:00,0
192,진주,2024-12-10 19:00,0
192,진주,2024-12-10 20:00,0
192,진주,2024-12-10 21:00,0
192,진주,2024-12-10 22:00,.1
192,진주,2024-12-10 23:00,0
192,진주,2024-12-11 00:00,.1
201,강화,2024-12-10 01:00,.3
201,강화,2024-12-10 02:00,.3
201,강화,2024-12-10 03:00,.8
201,강화,2024-12-10 04:00,.5
201,강화,2024-12-10 05:00,.6
201,강화,2024-12-10 06:00,.2
201,강화,2024-12-10 07:00,.5
201,강화,2024-12-10 08:00,.6
201,강화,2024-12-10 09:00,.4
201,강화,2024-12-10 10:00,.8
201,강화,2024-12-10 11:00,1
201,강화,2024-12-10 12:00,2.9
201,강화,2024-12-10 13:00,3.3
201,강화,2024-12-10 14:00,2.3
201,강화,2024-12-10 15:00,1.5
201,강화,2024-12-10 16:00,2.4
201,강화,2024-12-10 17:00,1
201,강화,2024-12-10 18:00,1.2
201,강화,2024-12-10 19:00,1.8
201,강화,2024-12-10 20:00,1.4
201,강화,2024-12-10 21:00,1.4
201,강화,2024-12-10 22:00,.6
201,강화,2024-12-10 23:00,.3
201,강화,2024-12-11 00:00,1.4
202,양평,2024-12-10 01:00,.1
202,양평,2024-12-10 02:00,0
202,양평,2024-12-10 03:00,.4
202,양평,2024-12-10 04:00,.3
202,양평,2024-12-10 05:00,.3
202,양평,2024-12-10 06:00,.2
202,양평,2024-12-10 07:00,.4
202,양평,2024-12-10 08:00,.6
202,양평,2024-12-10 09:00,.5
202,양평,2024-12-10 10:00,.6
202,양평,2024-12-10 11:00,.6
202,양평,2024-12-10 12:00,.4
202,양평,2024-12-10 13:00,1.7
202,양평,2024-12-10 14:00,2.8
202,양평,2024-12-10 15:00,2.3
202,양평,2024-12-10 16:00,1.6
202,양평,2024-12-10 17:00,.9
202,양평,2024-12-10 18:00,.9
202,양평,2024-12-10 19:00,.3
202,양평,2024-12-10 20:00,.3
202,양평,2024-12-10 21:00,.3
202,양평,2024-12-10 22:00,.2
202,양평,2024-12-10 23:00,.9
202,양평,2024-12-11 00:00,.3
203,이천,2024-12-10 01:00,.3
203,이천,2024-12-10 02:00,.2
203,이천,2024-12-10 03:00,.5
203,이천,2024-12-10 04:00,.5
203,이천,2024-12-10 05:00,.3
203,이천,2024-12-10 06:00,0
203,이천,2024-12-10 07:00,.3
203,이천,2024-12-10 08:00,0
203,이천,2024-12-10 09:00,0
203,이천,2024-12-10 10:00,.6
203,이천,2024-12-10 11:00,.5
203,이천,2024-12-10 12:00,.7
203,이천,2024-12-10 13:00,1.9
203,이천,2024-12-10 14:00,1.9
203,이천,2024-12-10 15:00,1.9
203,이천,2024-12-10 16:00,1.2
203,이천,2024-12-10 17:00,1.3
203,이천,2024-12-10 18:00,.8
203,이천,2024-12-10 19:00,.8
203,이천,2024-12-10 20:00,1.4
203,이천,2024-12-10 21:00,1.3
203,이천,2024-12-10 22:00,1
203,이천,2024-12-10 23:00,.9
203,이천,2024-12-11 00:00,.3
211,인제,2024-12-10 01:00,.1
211,인제,2024-12-10 02:00,.5
211,인제,2024-12-10 03:00,.1
211,인제,2024-12-10 04:00,0
211,인제,2024-12-10 05:00,0
211,인제,2024-12-10 06:00,0
211,인제,2024-12-10 07:00,.1
211,인제,2024-12-10 08:00,0
211,인제,2024-12-10 09:00,.2
211,인제,2024-12-10 10:00,.4
211,인제,2024-12-10 11:00,.6
211,인제,2024-12-10 12:00,1.9
211,인제,2024-12-10 13:00,2.1
211,인제,2024-12-10 14:00,3.4
211,인제,2024-12-10 15:00,2.9
211,인제,2024-12-10 16:00,.7
211,인제,2024-12-10 17:00,.3
211,인제,2024-12-10 18:00,0
211,인제,2024-12-10 19:00,.4
211,인제,2024-12-10 20:00,0
211,인제,2024-12-10 21:00,.3
211,인제,2024-12-10 22:00,.2
211,인제,2024-12-10 23:00,.1
211,인제,2024-12-11 00:00,0
212,홍천,2024-12-10 01:00,.2
212,홍천,2024-12-10 02:00,0
212,홍천,2024-12-10 03:00,0
212,홍천,2024-12-10 04:00,.2
212,홍천,2024-12-10 05:00,.2
212,홍천,2024-12-10 06:00,0
212,홍천,2024-12-10 07:00,.5
212,홍천,2024-12-10 08:00,0
212,홍천,2024-12-10 09:00,0
212,홍천,2024-12-10 10:00,.4
212,홍천,2024-12-10 11:00,.3
212,홍천,2024-12-10 12:00,.4
212,홍천,2024-12-10 13:00,.5
212,홍천,2024-12-10 14:00,1.5
212,홍천,2024-12-10 15:00,1
212,홍천,2024-12-10 16:00,1.2
212,홍천,2024-12-10 17:00,.9
212,홍천,2024-12-10 18:00,.7
212,홍천,2024-12-10 19:00,0
212,홍천,2024-12-10 20:00,.3
212,홍천,2024-12-10 21:00,.2
212,홍천,2024-12-10 22:00,0
212,홍천,2024-12-10 23:00,.2
212,홍천,2024-12-11 00:00,.1
216,태백,2024-12-10 01:00,2
216,태백,2024-12-10 02:00,1
216,태백,2024-12-10 03:00,1.9
216,태백,2024-12-10 04:00,1.7
216,태백,2024-12-10 05:00,3.4
216,태백,2024-12-10 06:00,3.9
216,태백,2024-12-10 07:00,1.4
216,태백,2024-12-10 08:00,1.7
216,태백,2024-12-10 09:00,2
216,태백,2024-12-10 10:00,1.3
216,태백,2024-12-10 11:00,2.2
216,태백,2024-12-10 12:00,2
216,태백,2024-12-10 13:00,1.9
216,태백,2024-12-10 14:00,1.5
216,태백,2024-12-10 15:00,1
216,태백,2024-12-10 16:00,1.1
216,태백,2024-12-10 17:00,.5
216,태백,2024-12-10 18:00,.7
216,태백,2024-12-10 19:00,.8
216,태백,2024-12-10 20:00,.8
216,태백,2024-12-10 21:00,.5
216,태백,2024-12-10 22:00,.4
216,태백,2024-12-10 23:00,1.3
216,태백,2024-12-11 00:00,.5
217,정선군,2024-12-10 01:00,.7
217,정선군,2024-12-10 02:00,.6
217,정선군,2024-12-10 03:00,.3
217,정선군,2024-12-10 04:00,.7
217,정선군,2024-12-10 05:00,.8
217,정선군,2024-12-10 06:00,.3
217,정선군,2024-12-10 07:00,.2
217,정선군,2024-12-10 08:00,.9
217,정선군,2024-12-10 09:00,.1
217,정선군,2024-12-10 10:00,.4
217,정선군,2024-12-10 11:00,.3
217,정선군,2024-12-10 12:00,1.2
217,정선군,2024-12-10 13:00,1.7
217,정선군,2024-12-10 14:00,3.7
217,정선군,2024-12-10 15:00,2.4
217,정선군,2024-12-10 16:00,1.8
217,정선군,2024-12-10 17:00,.3
217,정선군,2024-12-10 18:00,.5
217,정선군,2024-12-10 19:00,.5
217,정선군,2024-12-10 20:00,.5
217,정선군,2024-12-10 21:00,.5
217,정선군,2024-12-10 22:00,.2
217,정선군,2024-12-10 23:00,.5
217,정선군,2024-12-11 00:00,.6
221,제천,2024-12-10 01:00,0
221,제천,2024-12-10 02:00,.2
221,제천,2024-12-10 03:00,.1
221,제천,2024-12-10 04:00,0
221,제천,2024-12-10 05:00,0
221,제천,2024-12-10 06:00,.5
221,제천,2024-12-10 07:00,0
221,제천,2024-12-10 08:00,.4
221,제천,2024-12-10 09:00,.1
221,제천,2024-12-10 10:00,.4
221,제천,2024-12-10 11:00,.6
221,제천,2024-12-10 12:00,.7
221,제천,2024-12-10 13:00,2.8
221,제천,2024-12-10 14:00,3
221,제천,2024-12-10 15:00,4.1
221,제천,2024-12-10 16:00,1.8
221,제천,2024-12-10 17:00,.8
221,제천,2024-12-10 18:00,.9
221,제천,2024-12-10 19:00,.5
221,제천,2024-12-10 20:00,.2
221,제천,2024-12-10 21:00,.1
221,제천,2024-12-10 22:00,0
221,제천,2024-12-10 23:00,.4
221,제천,2024-12-11 00:00,.2
226,보은,2024-12-10 01:00,.6
226,보은,2024-12-10 02:00,.8
226,보은,2024-12-10 03:00,.3
226,보은,2024-12-10 04:00,.2
226,보은,2024-12-10 05:00,0
226,보은,2024-12-10 06:00,.5
226,보은,2024-12-10 07:00,.3
226,보은,2024-12-10 08:00,0
226,보은,2024-12-10 09:00,0
226,보은,2024-12-10 10:00,.2
226,보은,2024-12-10 11:00,1.7
226,보은,2024-12-10 12:00,1.3
226,보은,2024-12-10 13:00,3.3
226,보은,2024-12-10 14:00,3.6
226,보은,2024-12-10 15:00,4.4
226,보은,2024-12-10 16:00,3
226,보은,2024-12-10 17:00,1.8
226,보은,2024-12-10 18:00,.4
226,보은,2024-12-10 19:00,0
226,보은,2024-12-10 20:00,0
226,보은,2024-12-10 21:00,.1
226,보은,2024-12-10 22:00,.2
226,보은,2024-12-10 23:00,.5
226,보은,2024-12-11 00:00,0
232,천안,2024-12-10 01:00,.8
232,천안,2024-12-10 02:00,.7
232,천안,2024-12-10 03:00,.1
232,천안,2024-12-10 04:00,0
232,천안,2024-12-10 05:00,.2
232,천안,2024-12-10 06:00,.1
232,천안,2024-12-10 07:00,.6
232,천안,2024-12-10 08:00,0
232,천안,2024-12-10 09:00,.1
232,천안,2024-12-10 10:00,.5
232,천안,2024-12-10 11:00,1.5
232,천안,2024-12-10 12:00,2.5
232,천안,2024-12-10 13:00,1.7
232,천안,2024-12-10 14:00,3.4
232,천안,2024-12-10 15:00,1.6
232,천안,2024-12-10 16:00,2
232,천안,2024-12-10 17:00,1
232,천안,2024-12-10 18:00,.8
232,천안,2024-12-10 19:00,.3
232,천안,2024-12-10 20:00,0
232,천안,2024-12-10 21:00,0
232,천안,2024-12-10 22:00,0
232,천안,2024-12-10 23:00,0
232,천안,2024-12-11 00:00,0
235,보령,2024-12-10 01:00,1.2
235,보령,2024-12-10 02:00,.7
235,보령,2024-12-10 03:00,1.9
235,보령,2024-12-10 04:00,2.8
235,보령,2024-12-10 05:00,1.3
235,보령,2024-12-10 06:00,1
235,보령,2024-12-10 07:00,1.5
235,보령,2024-12-10 08:00,1.3
235,보령,2024-12-10 09:00,1.2
235,보령,2024-12-10 10:00,1.4
235,보령,2024-12-10 11:00,1.1
235,보령,2024-12-10 12:00,1.5
235,보령,2024-12-10 13:00,2.7
235,보령,2024-12-10 14:00,2.6
235,보령,2024-12-10 15:00,2.9
235,보령,2024-12-10 16:00,2.2
235,보령,2024-12-10 17:00,1.9
235,보령,2024-12-10 18:00,1
235,보령,2024-12-10 19:00,.4
235,보령,2024-12-10 20:00,1.1
235,보령,2024-12-10 21:00,.7
235,보령,2024-12-10 22:00,1.2
235,보령,2024-12-10 23:00,.8
235,보령,2024-12-11 00:00,1.5
236,부여,2024-12-10 01:00,.7
236,부여,2024-12-10 02:00,.1
236,부여,2024-12-10 03:00,.8
236,부여,2024-12-10 04:00,.1
236,부여,2024-12-10 05:00,1.1
236,부여,2024-12-10 06:00,.1
236,부여,2024-12-10 07:00,.2
236,부여,2024-12-10 08:00,.1
236,부여,2024-12-10 09:00,.1
236,부여,2024-12-10 10:00,.4
236,부여,2024-12-10 11:00,.8
236,부여,2024-12-10 12:00,.5
236,부여,2024-12-10 13:00,2.4
236,부여,2024-12-10 14:00,1.6
236,부여,2024-12-10 15:00,2
236,부여,2024-12-10 16:00,1.3
236,부여,2024-12-10 17:00,.8
236,부여,2024-12-10 18:00,.7
236,부여,2024-12-10 19:00,.7
236,부여,2024-12-10 20:00,.1
236,부여,2024-12-10 21:00,.3
236,부여,2024-12-10 22:00,.3
236,부여,2024-12-10 23:00,.2
236,부여,2024-12-11 00:00,.3
238,금산,2024-12-10 01:00,.5
238,금산,2024-12-10 02:00,.2
238,금산,2024-12-10 03:00,.7
238,금산,2024-12-10 04:00,.6
238,금산,2024-12-10 05:00,0
238,금산,2024-12-10 06:00,0
238,금산,2024-12-10 07:00,.3
238,금산,2024-12-10 08:00,.4
238,금산,2024-12-10 09:00,.3
238,금산,2024-12-10 10:00,.2
238,금산,2024-12-10 11:00,1.7
238,금산,2024-12-10 12:00,1.9
238,금산,2024-12-10 13:00,2.4
238,금산,2024-12-10 14:00,1.9
238,금산,2024-12-10 15:00,1.7
238,금산,2024-12-10 16:00,1.4
238,금산,2024-12-10 17:00,1.1
238,금산,2024-12-10 18:00,1
238,금산,2024-12-10 19:00,.5
238,금산,2024-12-10 20:00,.6
238,금산,2024-12-10 21:00,.2
238,금산,2024-12-10 22:00,.2
238,금산,2024-12-10 23:00,.9
238,금산,2024-12-11 00:00,.7
239,세종,2024-12-10 01:00,0
239,세종,2024-12-10 02:00,.2
239,세종,2024-12-10 03:00,.7
239,세종,2024-12-10 04:00,.2
239,세종,2024-12-10 05:00,.2
239,세종,2024-12-10 06:00,.1
239,세종,2024-12-10 07:00,.2
239,세종,2024-12-10 08:00,.1
239,세종,2024-12-10 09:00,1.2
239,세종,2024-12-10 10:00,1.2
239,세종,2024-12-10 11:00,1.4
239,세종,2024-12-10 12:00,2.3
239,세종,2024-12-10 13:00,2.3
239,세종,2024-12-10 14:00,2.3
239,세종,2024-12-10 15:00,2.6
239,세종,2024-12-10 16:00,2.6
239,세종,2024-12-10 17:00,1.9
239,세종,2024-12-10 18:00,2.1
239,세종,2024-12-10 19:00,1.8
239,세종,2024-12-10 20:00,1.4
239,세종,2024-12-10 21:00,1.3
239,세종,2024-12-10 22:00,.5
239,세종,2024-12-10 23:00,1
239,세종,2024-12-11 00:00,.9
243,부안,2024-12-10 01:00,.6
243,부안,2024-12-10 02:00,.7
243,부안,2024-12-10 03:00,.5
243,부안,2024-12-10 04:00,.3
243,부안,2024-12-10 05:00,1.4
243,부안,2024-12-10 06:00,1.2
243,부안,2024-12-10 07:00,.9
243,부안,2024-12-10 08:00,.6
243,부안,2024-12-10 09:00,1.4
243,부안,2024-12-10 10:00,2.9
243,부안,2024-12-10 11:00,2.7
243,부안,2024-12-10 12:00,2.5
243,부안,2024-12-10 13:00,2.7
243,부안,2024-12-10 14:00,2.1
243,부안,2024-12-10 15:00,2
243,부안,2024-12-10 16:00,1.9
243,부안,2024-12-10 17:00,.8
243,부안,2024-12-10 18:00,.1
243,부안,2024-12-10 19:00,.1
243,부안,2024-12-10 20:00,.4
243,부안,2024-12-10 21:00,.3
