지점,지점명,위도,경도,노장해발고도(m)
519,사내,38.0755,127.5194,298.11
519,사내,38.0755,127.5194,298.11
519,사내,38.0755,127.5194,298.11
519,사내,38.0755,127.5194,297.73
519,사내,38.0753,127.5297,302
519,사내,38.0702,127.5235,283.06
519,사내,38.0667,127.5167,390
519,사내,38.0667,127.5167,390
519,사내,38.0667,127.5167,390
520,설악동,38.1671,128.5182,135.58
520,설악동,38.1671,128.5182,135.58
520,설악동,38.1671,128.5177,135
520,설악동,38.1721,128.4933,189.5
521,강현,38.1437,128.6026,15.97
521,강현,38.1438,128.6026,13.39
521,강현,38.1438,128.6026,13.39
521,강현,38.0147,128.7226,10
522,화촌,37.7871,127.9838,197.86
522,화촌,37.7871,127.9838,197.86
522,화촌,37.7871,127.9838,187
522,화촌,37.8687,128.0189,220.48
522,화촌,37.8675,128.0184,223
523,주문진,37.8985,128.8214,8.94
523,주문진,37.8985,128.8214,8.94
523,주문진,37.9,128.83,34
524,경포,37.7864,128.8939,4
524,경포,37.7864,128.8939,4
524,경포,37.7858,128.9248,6.61
524,경포,37.8047,128.9045,9
525,봉평,37.6123,128.3773,552.11
525,봉평,37.6123,128.3773,552.11
525,봉평,37.612,128.377,547.9
525,봉평,37.6161,128.3797,570.36
526,평창,37.3775,128.3947,303.18
526,평창,37.3775,128.3947,303.18
526,평창,37.3779,128.3946,303.18
526,평창,37.3779,128.3946,303.18
526,평창,37.37,128.42,310
526,평창,37.375,128.4,298
526,평창,37.37,128.42,310
527,신동,37.2111,128.6413,392.43
527,신동,37.2111,128.6413,392.43
527,신동,37.2111,128.6413,392.43
527,신동,37.2115,128.6423,392
527,신동,37.4299,128.6645,388.84
527,신동,37.38,128.75,380
528,백령면,37.974,124.7124,36
528,백령면,37.9788,124.7207,45
528,백령면,37.9743,124.7188,32.77
528,백령면,37.9743,124.7187,32.26
528,백령면,37.9667,124.6667,36
528,백령면,37.9667,124.6667,36
529,원덕,37.1416,129.2859,36.07
529,원덕,37.1416,129.2859,36.07
529,원덕,37.1413,129.2858,36
529,원덕,37.2325,129.3434,12.82
530,태하,37.5151,130.8118,178
530,태하,37.5151,130.8118,178
530,태하,37.5014,130.8078,110
530,태하,37.5184,130.7977,172.79
531,가평북면,37.8981,127.5522,109.66
531,가평북면,37.8981,127.5522,109.66
531,가평북면,37.8856,127.5502,106.63
531,가평북면,37.8856,127.5502,106.63
532,의정부,37.7348,127.0735,89.49
532,의정부,37.7348,127.0735,89.49
532,의정부,37.735,127.075,72
532,의정부,37.7355,127.0352,67
532,의정부,37.7355,127.0352,60
533,백사,37.3278,127.4808,83
533,백사,37.3278,127.4807,82
533,백사,37.3267,127.4341,100.1
533,백사,37.3236,127.4361,103
533,백사,37.3236,127.4361,103
533,백사,37.5391,127.2368,75
533,백사,37.55,127.3333,48
533,백사,37.5422,127.3294,30
534,장호원,37.121,127.6106,88.2
534,장호원,37.121,127.6106,88.2
534,장호원,37.121,127.6106,87.29
534,장호원,37.121,127.6106,87.29
534,장호원,37.1147,127.6171,86.97
535,서석,37.717,128.1827,313.5
535,서석,37.717,128.1827,313.5
535,서석,37.717,128.1827,312.87
535,서석,37.7116,128.1867,327
536,횡성,37.4876,127.9724,114.35
536,횡성,37.4876,127.9724,114.35
536,횡성,37.4876,127.9724,110.52
536,횡성,37.47,127.88,128
537,임계,37.4832,128.8459,488.08
537,임계,37.4832,128.8459,488.08
537,임계,37.4832,128.8459,488
537,임계,37.4832,128.8459,488
537,임계,37.4949,128.852,507.12
537,임계,37.4955,128.8539,480
538,신서,38.1725,127.103,83.25
538,신서,38.1725,127.103,83.25
538,신서,38.1725,127.103,82.18
538,신서,38.1726,127.1088,200
538,신서,38.1726,127.1088,197
539,포천이동,38.0242,127.3657,137.74
539,포천이동,38.0242,127.3657,137.74
539,포천이동,38.0241,127.3658,139.4
539,포천이동,38.0241,127.3658,139.4
539,포천이동,38.0237,127.3579,139.4
539,포천이동,38.0333,127.3667,179
539,포천이동,37.8991,127.0628,112.49
540,고양,37.6373,126.892,44.71
540,고양,37.6373,126.892,44.71
540,고양,37.6373,126.892,44.71
540,고양,37.6343,126.8917,100
540,고양,37.6573,126.8719,54.5
540,고양,37.641,126.877,76
540,고양,37.6413,126.8774,76
540,고양,37.6413,126.8774,76
541,남양주,37.6341,127.1506,25.36
541,남양주,37.6341,127.1506,25.36
541,남양주,37.6341,127.1505,26
541,남양주,37.6529,127.1493,27.79
541,남양주,37.6528,127.1493,28
541,남양주,37.6539,127.1761,38.01
541,남양주,37.65,127.18,37
541,남양주,37.65,127.18,37
541,남양주,37.65,127.18,37
542,청평,37.6841,127.3802,41.96
542,청평,37.6841,127.3802,41.96
543,영종도,37.499,126.5496,25.79
543,영종도,37.499,126.5496,25.79
543,영종도,37.499,126.5496,25.79
543,영종도,37.48,126.53,56
544,전곡항,37.1857,126.6544,10.96
544,전곡항,37.1857,126.6544,10.96
544,전곡항,37.1857,126.6544,10.96
544,전곡항,37.4631,126.7827,69.35
545,안산,37.281,126.8385,5.92
545,안산,37.281,126.8385,5.92
545,안산,37.2804,126.8387,5.58
546,경기광주,37.4353,127.2592,122.61
546,경기광주,37.4353,127.2592,122.61
546,경기광주,37.4325,127.2614,119
546,경기광주,37.4325,127.2614,119
546,경기광주,37.4,127.2833,31
546,경기광주,37.4,127.2833,31
546,경기광주,37.4,127.27,47
547,양동,37.4159,127.7549,108.62
547,양동,37.4159,127.7549,108.62
547,양동,37.4159,127.7549,109.97
547,양동,37.4171,127.7583,118
547,양동,37.4171,127.7583,92
548,여주,37.2688,127.6396,118.56
548,여주,37.2688,127.6396,118.56
548,여주,37.2688,127.6396,115.88
548,여주,37.2688,127.6396,115.88
548,여주,37.3,127.65,65
548,여주,37.3,127.62,58
549,용인,37.2701,127.2218,83
549,용인,37.2701,127.2218,83
549,용인,37.2701,127.2218,79.36
549,용인,37.2716,127.2249,84.36
549,용인,37.25,127.2,93
549,용인,37.2939,127.2041,76
550,오산,37.1693,127.0527,34.89
550,오산,37.1693,127.0527,34.89
550,오산,37.1879,127.0487,41.75
550,오산,37.183,127.05,46
550,오산,37.1833,127.05,46
550,오산,37.17,127.07,22
551,평택,36.9877,127.1088,27.14
551,평택,37,127.07,36
551,평택,36.98,127.1,20
552,김화,38.2315,127.3896,229.5
552,김화,38.2315,127.3896,229.5
552,김화,38.2722,127.4245,238.24
552,김화,38.2722,127.4245,238.38
552,김화,38.2723,127.4246,246
552,김화,38.2442,127.4287,216.56
552,김화,38.25,127.42,213
553,죽정,38.457,128.4179,8.47
553,죽정,38.4924,128.4281,21.47
553,죽정,38.5038,128.4287,30.3
553,죽정,38.4984,128.4271,28
554,미시령,38.2144,128.4371,771.81
554,미시령,38.2144,128.4371,771.81
554,미시령,38.2144,128.4371,770.48
554,미시령,38.2144,128.4371,770.48
555,화천,38.0836,127.6909,109.21
555,화천,38.0836,127.6909,109.21
555,화천,38.0964,127.7029,106.21
555,화천,38.0964,127.7026,113
555,화천,38.0964,127.7026,113
555,화천,38.098,127.703,111
555,화천,38.12,127.73,121
555,화천,38.12,127.73,120
555,화천,38.12,127.73,120
556,양구,38.098,127.9853,187.57
556,양구,38.098,127.9853,187.57
556,양구,38.1056,127.9908,208
557,기린,37.9537,128.3189,292
557,기린,37.9526,128.3186,311.62
557,기린,37.9526,128.3186,336.51
557,기린,37.9526,128.3186,336.51
557,기린,37.9513,128.3209,323.86
558,팔봉,37.6861,127.7007,94.64
558,팔봉,37.6861,127.7007,94.64
559,내면,37.7781,128.3973,574.76
559,내면,37.7781,128.3973,574.76
559,내면,37.778,128.3973,574.54
559,내면,37.778,128.3973,574.54
559,내면,37.7739,128.3898,599.49
560,진부,37.6479,128.5645,540.54
560,진부,37.6479,128.5645,540.54
560,진부,37.6479,128.5645,540.68
560,진부,37.6701,128.5943,565.25
561,청일,37.5822,128.1528,221.38
561,청일,37.5822,128.1528,221.38
561,청일,37.5822,128.1528,222.02
561,청일,37.5816,128.1555,235
562,영월주천,37.2753,128.2694,285.87
562,영월주천,37.2754,128.2695,283
562,영월주천,37.2754,128.2695,283
562,영월주천,37.2722,128.269,261.82
563,북평,37.4636,128.6828,362.87
563,북평,37.4634,128.6829,358
563,북평,37.4634,128.6829,358
563,북평,37.2688,128.7406,435.97
563,북평,37.2647,128.7466,435
565,시흥,37.3915,126.778,5.77
565,시흥,37.3915,126.778,5.77
565,시흥,37.34,126.785,23.01
566,연곡,37.8516,128.8192,6.53
566,연곡,37.8516,128.8192,8.36
566,연곡,37.8516,128.8192,7.94
566,연곡,37.82,128.7,226
567,적성,37.9533,126.9318,71.25
567,적성,37.9533,126.9318,71.25
567,적성,37.9533,126.9318,70.34
567,적성,37.9483,126.913,47
567,적성,37.9483,126.913,140
567,적성,37.9483,126.913,140
568,일동,37.9588,127.3135,142
568,일동,37.9587,127.3135,162
568,일동,37.9587,127.3135,162
568,일동,37.9613,127.3172,171.74
568,일동,37.9613,127.3172,171.74
568,일동,37.9613,127.3174,174
568,일동,37.9522,127.3179,190
569,구리,37.5822,127.157,27.15
569,구리,37.5822,127.157,27.15
569,구리,37.5823,127.1569,24
569,구리,37.5947,127.1296,66.06
569,구리,37.5994,127.1312,66
569,구리,37.5994,127.1312,66
570,금곡,37.6232,126.6423,33.72
570,금곡,37.6232,126.6423,33.72
570,금곡,37.6215,126.6472,61
570,금곡,37.6549,126.6254,27
571,화성,37.1953,126.8209,45.39
571,화성,37.1953,126.8209,45.39
571,화성,37.17,126.72,19
572,성남,37.4209,127.1248,28.65
572,성남,37.442,127.14,25.4
572,성남,37.4415,127.1404,25.4
572,성남,37.4415,127.1404,25.4
572,성남,37.421,127.1248,25.4
573,청운,37.5582,127.7135,120.49
573,청운,37.5582,127.7135,120.49
573,청운,37.5565,127.7139,120
573,청운,37.5563,127.7106,126.84
574,대신,37.3694,127.5871,36.85
574,대신,37.3694,127.5871,36.85
574,대신,37.3694,127.5901,40
574,대신,37.3751,127.5865,51.31
575,용인이동,37.1058,127.1877,51.18
575,용인이동,37.1058,127.1877,51.18
575,용인이동,37.1058,127.1877,48.1
575,용인이동,37.106,127.188,48
575,용인이동,37.106,127.188,48
575,용인이동,37.1399,127.198,59
576,백암,37.1297,127.3663,111.46
576,백암,37.1297,127.3663,111.46
576,백암,37.1268,127.3686,114
576,백암,37.1268,127.3686,114
576,백암,37.1634,127.3755,111.98
577,장봉도,37.5341,126.3365,11.41
577,장봉도,37.5341,126.3365,11.41
578,호도,36.3012,126.2663,8.09
578,호도,36.3012,126.2663,8.09
578,호도,36.3011,126.2664,10
578,호도,37.45,126.42,15
579,하장,37.3668,128.9133,607.24
579,하장,37.3668,128.9133,607.24
579,하장,37.3669,128.9133,609.21
579,하장,37.3666,128.9129,615
579,하장,37.3495,128.9431,653.84
580,옥계,37.6135,129.0289,58.41
580,옥계,37.6135,129.0289,58.41
580,옥계,37.6135,129.0288,48
580,옥계,37.6126,129.0378,15.06
581,상동,37.1166,128.7744,422.1
581,상동,37.1166,128.7744,422.1
581,상동,37.1164,128.7742,420
581,상동,37.1293,128.8292,509
581,상동,37.1293,128.8292,509
581,상동,37.1409,128.8385,510
582,신림,37.2315,128.0799,328.01
582,신림,37.2315,128.0799,328.01
582,신림,37.2314,128.0799,330.28
582,신림,37.2314,128.0799,327
582,신림,37.2278,128.0829,331
582,신림,37.2278,128.0829,331
583,안흥,37.4646,128.1551,534.72
583,안흥,37.4646,128.1551,530
583,안흥,37.4125,128.1561,430.66
583,안흥,37.41,128.1568,430
584,정선북,37.4711,128.7245,386
585,신남,37.96,128.0742,235.78
585,신남,37.96,128.0742,235.78
585,신남,37.966,128.0834,236.41
586,북산,38.0321,127.8769,225.91
586,북산,38.0321,127.8769,225.91
586,북산,38.0321,127.8769,226
586,북산,37.9876,127.8858,240.61
587,방산,38.2264,127.9533,276.94
587,방산,38.2264,127.9533,276.94
587,방산,38.2091,127.9495,262.19
588,남산,37.7907,127.6429,83.37
588,남산,37.7907,127.6429,83.37
589,고양고봉,37.7024,126.7903,59.07
589,고양고봉,37.7024,126.7903,59.07
589,고양고봉,37.7024,126.7903,58
589,고양고봉,37.7024,126.7903,58
589,고양고봉,37.6205,126.7943,11.51
589,고양고봉,37.6372,126.7586,10
590,과천,37.4403,127.0025,46.6
590,과천,37.426,126.989,70
590,과천,37.426,126.989,70
590,과천,37.4263,126.9887,70
590,과천,37.4263,126.9887,70
590,과천,37.4263,126.9887,70
591,치악산,37.4155,128.0505,267.66
591,치악산,37.4155,128.0505,267.66
591,치악산,37.4155,128.0505,268.45
591,치악산,37.43,128.03,282
591,치악산,37.43,128.03,282
592,부론,37.2316,127.7487,52.7
592,부론,37.2316,127.7487,52.7
592,부론,37.2316,127.7487,52
592,부론,37.2075,127.7505,64.08
592,부론,37.2045,127.753,64
593,양양영덕,38.0073,128.5407,128.31
593,양양영덕,38.0073,128.5407,128.31
593,양양영덕,38.0073,128.5407,128.31
593,양양영덕,38.0074,128.5407,146.05
593,양양영덕,37.9811,128.5265,159.8
594,서화,38.2533,128.21,316
594,서화,38.2533,128.21,316
594,서화,38.2533,128.21,316
594,서화,38.2183,128.2085,311
594,서화,38.2168,128.2102,311
595,진부령,38.2641,128.3742,586.53
595,진부령,38.2641,128.3742,586.53
595,진부령,38.2664,128.374,596.25
595,진부령,38.2664,128.374,596.25
595,진부령,38.2664,128.374,600.6
595,진부령,38.2664,128.374,600.6
595,진부령,38.2667,128.3833,620
595,진부령,38.26,128.38,520
596,오색,38.077,128.4933,240.99
596,오색,38.077,128.4933,240.99
596,오색,38.077,128.4932,237.73
596,오색,38.0775,128.451,337.35
596,오색,38.07,128.45,337
597,대화,37.5455,128.4411,561.85
597,대화,37.5455,128.4411,562.81
597,대화,37.5009,128.4585,445.58
597,대화,37.4927,128.4594,445
598,양주,37.8312,126.9905,87.76
598,양주,37.8312,126.9905,87.76
598,양주,37.8312,126.9905,85.22
598,양주,37.83,127,106
598,양주,37.83,127,78
599,광릉,37.7617,127.1698,105.82
599,광릉,37.7617,127.1698,105.82
599,광릉,37.7617,127.1698,101.49
599,광릉,37.7538,127.1722,104
600,금왕,36.9737,127.5897,131.87
600,금왕,36.9737,127.5897,131.87
600,금왕,36.9737,127.5897,131.87
600,금왕,36.9737,127.5897,131.98
600,금왕,36.9737,127.5897,131.98
600,금왕,36.9882,127.6003,100
600,금왕,36.9882,127.6003,100
601,단양,37.002,128.3469,147.07
601,단양,37.002,128.3469,147.07
601,단양,36.9855,128.3669,184.56
601,단양,36.9855,128.3669,184.21
601,단양,36.9855,128.3669,184.21
602,진천,36.8634,127.4623,68
602,진천,36.8634,127.4625,111
602,진천,36.8539,127.4297,93.88
602,진천,36.8539,127.4297,91.98
603,괴산,36.8161,127.7776,120.2
603,괴산,36.8161,127.7776,120.2
603,괴산,36.8,127.8,127
603,괴산,36.8,127.8,115
604,옥천,36.3,127.5965,118.05
604,옥천,36.2999,127.5966,122.64
604,옥천,36.3,127.5965,117.84
604,옥천,36.3,127.58,110
605,영동,36.16,127.755,143
605,영동,36.16,127.755,143
605,영동,36.1631,127.7598,139.68
605,영동,36.1631,127.7598,137.14
606,대산,37.0106,126.3881,23.22
606,대산,37.0106,126.3881,23.22
606,대산,37.011,126.388,16
606,대산,36.9984,126.454,14.82
606,대산,36.9833,126.45,6
606,대산,36.9367,126.4363,29
607,근흥,36.6731,126.1354,6.71
607,근흥,36.6731,126.1354,6.4
607,근흥,36.6667,126.15,8
607,근흥,36.68,126.17,10
608,홍북,36.6277,126.6451,86.52
608,홍북,36.7487,126.6816,43.56
609,삽시도,36.338,126.3562,39.65
609,삽시도,36.338,126.3562,39.65
609,삽시도,36.3379,126.3564,36.1
609,삽시도,36.3379,126.3564,36.1
609,삽시도,36.3435,126.3518,22.62
609,삽시도,36.42,126.44,36
609,삽시도,36.4167,126.4333,9
609,삽시도,36.5183,126.3453,20
610,홍성죽도,36.52,126.4424,16.88
610,홍성죽도,36.52,126.4424,16.88
610,홍성죽도,36.5926,126.6444,49.27
610,홍성죽도,36.58,126.63,57
611,세종연서,36.5667,127.2806,51
611,세종연서,36.5667,127.2806,51
611,세종연서,36.5667,127.2806,51
611,세종연서,36.5722,127.2836,26.6
611,세종연서,36.5665,127.2797,28.1
611,세종연서,36.5665,127.2797,28.1
611,세종연서,36.57,127.27,25
612,공주,36.4828,127.1365,24
612,공주,36.4828,127.1365,24
612,공주,36.4609,127.1114,49.96
612,공주,36.4833,127.1,67
614,서천,36.0625,126.7041,9.59
614,서천,36.0625,126.7041,9.59
614,서천,36.0622,126.7043,8
614,서천,36.05,126.7,16
614,서천,36.05,126.7,8
615,논산,36.2116,127.1082,8.15
615,논산,36.2116,127.1082,8.15
615,논산,36.2276,127.0853,5.91
615,논산,36.1833,127.1,14
615,논산,36.3,127.1667,10
616,당진,36.8894,126.6174,52.4
616,당진,36.8894,126.6174,52.4
616,당진,36.9,126.65,21
616,당진,36.88,126.62,20
617,직산,36.8906,127.1456,27
617,직산,36.8782,127.1561,41.03
617,직산,36.8782,127.1561,41.03
617,직산,36.8782,127.1561,41.38
618,청양,36.4237,126.7791,98.75
618,청양,36.4237,126.7791,98.12
618,청양,36.42,126.78,118
619,음성,36.923,127.7024,133.44
619,음성,36.923,127.7024,133.44
619,음성,36.9444,127.6845,161.02
619,음성,36.93,127.68,163
619,음성,36.93,127.68,145
620,엄정,37.0737,127.9035,65.43
620,엄정,37.0737,127.9035,65.43
620,엄정,37.0737,127.9035,63.53
620,엄정,37.0865,127.9152,77.61
620,엄정,37.0828,127.9164,95
621,수산,36.9733,128.2142,147.63
621,수산,36.9733,128.2142,147.63
621,수산,36.9732,128.2142,147.26
621,수산,37.0003,128.1678,185.72
622,수안보,36.8391,128.0079,228.09
622,수안보,36.8391,128.0079,228.09
622,수안보,36.8391,128.0079,232.11
622,수안보,36.842,127.9939,195
622,수안보,36.842,127.9939,195
623,증평,36.7956,127.562,74.72
623,증평,36.78,127.58,102
623,증평,36.78,127.58,102
623,증평,36.78,127.58,102
624,상당,36.6244,127.6571,224.25
624,상당,36.6244,127.6571,244
624,상당,36.6244,127.6571,244
624,상당,36.6294,127.6588,244
624,상당,36.6294,127.6588,244
625,속리산,36.5164,127.8156,325
625,속리산,36.5164,127.8156,325
625,속리산,36.5172,127.8167,328.17
626,옥천청산,36.3705,127.8154,122.63
626,옥천청산,36.3705,127.8154,122.63
626,옥천청산,36.3709,127.8156,120.73
626,옥천청산,36.3709,127.8156,120.73
626,옥천청산,36.3709,127.8156,120.24
627,태안,36.7585,126.2964,41.94
627,태안,36.7544,126.2988,41
628,예산,36.7421,126.8144,38.84
628,예산,36.7422,126.8144,38.74
628,예산,36.6778,126.8,39
628,예산,36.6778,126.8489,44
629,세종전의,36.6908,127.2005,84.56
629,세종전의,36.6908,127.2005,84.56
629,세종전의,36.6814,127.1959,80.43
629,세종전의,36.6814,127.1959,80.43
629,세종전의,36.6814,127.1959,80.43
629,세종전의,36.6757,127.2066,62
630,노은,37.0457,127.7997,109.14
630,노은,37.0456,127.7997,111.99
630,노은,37.042,127.787,116.55
630,노은,37.042,127.787,116.55
630,노은,37.0451,127.7563,146
630,노은,37.0451,127.7563,120
631,송도,37.3478,126.6154,9.74
631,송도,37.3478,126.6154,9.74
631,송도,37.355,126.5133,63
632,유구,36.5407,126.9336,58.83
632,유구,36.5407,126.9336,58.83
632,유구,36.5378,126.9495,55.1
632,유구,36.5528,126.9503,71.54
632,유구,36.5495,126.952,76
633,정안,36.5511,127.0938,75.76
633,정안,36.5511,127.0938,75.76
633,정안,36.5511,127.0939,72.5
633,정안,36.6094,127.1227,61.34
633,정안,36.6041,127.1207,40
634,아산,36.8458,126.8654,29.5
634,아산,36.8458,126.8654,29.5
634,아산,36.8458,126.8654,27.5
634,아산,36.8664,126.8858,15
635,양화,36.1319,126.8602,10.73
635,양화,36.1319,126.8602,10.73
635,양화,36.1319,126.8603,10
635,양화,36.1319,126.8603,10
635,양화,36.1319,126.8603,10
635,양화,36.2139,126.7609,26
635,양화,36.2139,126.7609,26
